[Date: 21.04.2021 time: 02:00:51] | Succesfully started BankingLogger
[Date: 21.04.2021 time: 02:15:24] | Player: 76561198035432577 withdrawed 104577 from own account.
[Date: 21.04.2021 time: 02:15:42] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:16:22] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:16:29] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:17:40] | Player: 76561198035432577 Deposited 105500 on own account.
[Date: 21.04.2021 time: 02:20:21] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:24:02] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:24:09] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:24:13] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:24:16] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:24:30] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:24:35] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:24:46] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:24:49] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:24:54] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:24:59] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:25:14] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:25:35] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:25:37] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:25:48] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:25:51] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:26:17] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:26:33] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:26:35] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:26:46] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:26:53] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:27:21] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:27:28] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:27:32] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:27:35] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:27:38] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:27:45] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:27:53] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:27:55] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:27:57] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:28:03] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:28:08] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:28:16] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:28:25] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:28:31] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:28:38] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:28:45] | Player: 76561198035432577 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 02:28:49] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:28:51] | Player: 76561198035432577 withdrawed 0 from own account.
[Date: 21.04.2021 time: 02:50:09] | Player: 76561198035432577 Deposited 167000 on own account.
[Date: 21.04.2021 time: 03:15:30] | Player: 76561198086725669 withdrawed 1000 from own account.
[Date: 21.04.2021 time: 03:16:58] | Player: 76561198086725669 withdrawed 20000 from own account.
[Date: 21.04.2021 time: 03:19:42] | Player: 76561198086725669 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 03:40:02] | Player: 76561198086725669 withdrawed 50000 from own account.
[Date: 21.04.2021 time: 03:54:06] | Player: 76561198086725669 Deposited 62093 on own account.
[Date: 21.04.2021 time: 03:54:41] | Player: 76561198086725669 withdrawed 7000 from own account.
[Date: 21.04.2021 time: 03:58:51] | Player: 76561198086725669 Deposited 4600 on own account.
[Date: 21.04.2021 time: 03:58:59] | Player: 76561198086725669 withdrawed 600000 from own account.
[Date: 21.04.2021 time: 04:16:45] | Player: 76561198086725669 Deposited 94000 on own account.
